n = 30;
L = 23;
E = {
	<23	,	15>:	175,
	<23	,	19>:	139,
	<17	,	16>:	142,
	<9	,	30>:	150,
	<13	,	21>:	115,
	<17	,	9>:	128,
	<20	,	24>:	133,
	<3	,	1>:	117,
	<14	,	20>:	133,
	<22	,	4>:	137,
	<6	,	14>:	230,
	<4	,	16>:	127,
	<17	,	10>:	111,
	<16	,	14>:	140,
	<6	,	11>:	107,
	<1	,	14>:	144,
	<18	,	21>:	172,
	<22	,	3>:	106,
	<29	,	2>:	104,
	<11	,	25>:	86,
	<19	,	27>:	134,
	<11	,	19>:	148,
	<28	,	24>:	62,
	<2	,	8>:	150,
	<21	,	12>:	140,
	<9	,	21>:	111,
	<24	,	6>:	113,
	<7	,	25>:	113,
	<2	,	9>:	128,
	<30	,	18>:	117,
	<23	,	28>:	142,
	<26	,	30>:	154,
	<15	,	11>:	41,
	<6	,	21>:	228,
	<15	,	7>:	109,
	<24	,	3>:	168,
	<26	,	2>:	142,
	<26	,	24>:	126,
	<18	,	5>:	113,
	<8	,	22>:	25,
	<24	,	25>:	140,
	<5	,	19>:	40,
	<6	,	15>:	196,
	<12	,	25>:	123,
	<2	,	20>:	40,
	<11	,	2>:	142,
	<30	,	19>:	167,
	<24	,	16>:	10,
	<22	,	17>:	141,
	<14	,	29>:	74,
	<18	,	29>:	113,
	<29	,	6>:	131,
	<28	,	4>:	141,
	<12	,	6>:	141,
	<26	,	3>:	169,
	<8	,	23>:	96,
	<2	,	13>:	101,
	<27	,	9>:	94,
	<25	,	3>:	123,
	<15	,	5>:	61,
	<10	,	14>:	113,
	<9	,	23>:	209,
	<21	,	23>:	145,
	<1	,	3>:	149,
	<6	,	18>:	83,
	<27	,	24>:	140,
	<20	,	13>:	103,
	<2	,	18>:	141,
	<30	,	10>:	132,
	<14	,	5>:	136,
	<29	,	7>:	128,
	<24	,	10>:	102,
	<10	,	8>:	106,
	<14	,	25>:	107,
	<11	,	23>:	84,
	<17	,	8>:	109,
	<18	,	14>:	123,
	<22	,	16>:	141,
	<14	,	11>:	101,
	<15	,	3>:	115,
	<23	,	8>:	110,
	<10	,	2>:	145,
	<10	,	5>:	84,
	<7	,	9>:	93,
	<4	,	5>:	105,
	<17	,	20>:	126,
	<7	,	14>:	94,
	<23	,	11>:	130,
	<13	,	24>:	142,
	<3	,	14>:	108,
	<29	,	19>:	134,
	<18	,	3>:	123,
	<14	,	22>:	113,
	<16	,	19>:	203,
	<7	,	3>:	142,
	<24	,	17>:	125,
	<1	,	24>:	136,
	<19	,	17>:	131,
	<10	,	21>:	118,
	<11	,	13>:	125,
	<20	,	8>:	142,
	<13	,	5>:	42,
	<27	,	6>:	140,
	<11	,	16>:	124,
	<9	,	7>:	48,
	<22	,	5>:	61,
	<6	,	30>:	114,
	<2	,	15>:	121,
	<22	,	11>:	130,
	<12	,	30>:	69,
	<16	,	13>:	69,
	<19	,	9>:	137,
	<30	,	12>:	120,
	<11	,	3>:	185,
	<24	,	30>:	138,
	<10	,	13>:	86,
	<30	,	16>:	140,
	<15	,	8>:	131,
	<17	,	14>:	150,
	<26	,	9>:	132,
	<22	,	25>:	134,
	<18	,	25>:	45,
	<24	,	14>:	120,
	<23	,	7>:	181,
	<15	,	6>:	60,
	<14	,	6>:	158,
	<13	,	2>:	106,
	<5	,	26>:	150,
	<15	,	13>:	87,
	<6	,	13>:	104,
	<20	,	28>:	138,
	<23	,	12>:	34
]#;
